ModelID,parp1_expr_tpm_log1p,rnf144a_expr_tpm_log1p
ACH-002019,5.487357715311548,0.918386234446348
ACH-000728,9.632577227460038,3.899175630480513
ACH-000700,5.969933274697856,0.0840642647884745
ACH-000823,6.96624587322494,1.0356239097307212
ACH-000678,6.104755986962257,0.7136958148433591
ACH-000006,6.86616616903904,2.799087306074004
ACH-002790,5.683977106975602,1.3161457422933562
ACH-002029,6.713970692436053,0.0840642647884745
ACH-001377,7.070281980516752,1.875780063068488
ACH-000754,7.520186494781188,0.01435529297707
ACH-000465,6.974185117077051,4.777682717073553
ACH-000138,5.334139178838237,0.8237493603082727
ACH-001864,5.853496703702325,0.1110313123887439
ACH-000383,6.087038456766948,2.1243281350022016
ACH-001547,6.554742321710322,0.2016338611696504
ACH-000917,7.055824700134858,2.422233000683048
ACH-002471,7.132988042627442,2.2720231890610485
ACH-000984,8.031053274444373,3.2839217723076173
ACH-002678,8.411722821951354,0.3561438102252753
ACH-001409,6.330916878114617,0.8875252707415875
ACH-001707,5.930027640881744,1.4276061727818994
ACH-000117,6.95093492831454,1.1826922975161902
ACH-000999,6.208478242211705,1.8639384504239715
ACH-000633,7.288912202766194,0.4956951626240687
ACH-000520,6.725741156503952,1.111031312388744
ACH-000176,6.750472518762509,1.3504972470841332
ACH-000017,7.011786331206608,1.599317793698226
ACH-000020,8.296273846706718,1.655351828612554
ACH-001385,5.8346606579017255,0.8237493603082727
ACH-000587,6.9121708029499525,1.8196681834964556
ACH-000785,6.205744385062756,0.2750070474998697
ACH-003469,5.800641097329084,3.3348542693316325
ACH-000554,6.922078887766253,1.8439838440483265
ACH-003180,6.7873802222963375,1.6088092426755238
ACH-001398,5.788685710613533,1.996388746447621
ACH-001991,7.587214952452535,0.070389327891398
ACH-001332,5.525755692829486,1.15704371014558
ACH-000585,7.03342300153745,0.0976107966264223
ACH-000550,6.157852169141737,2.797012977836145
ACH-000627,6.047669251391315,2.0107798387532423
ACH-000704,7.400281746498462,2.469885976274464
ACH-000276,6.867525861162971,1.097610796626422
ACH-000075,6.523718762213451,3.073820233291672
ACH-000818,7.537218400538596,1.3504972470841332
ACH-003184,5.187451054027326,0.9855004303048848
ACH-001616,7.227856573060497,0.6780719051126377
ACH-000625,7.602587527342561,0.8399595874895318
ACH-000941,6.8209447918806925,0.0976107966264223
ACH-000392,5.826548487290915,1.6507645591169022
ACH-000269,6.806710717965236,0.0426443374084937
ACH-001670,7.492654371018913,2.056583528366368
ACH-003133,6.7414669864011465,2.7548875021634687
ACH-000856,7.297191416565856,3.353323291162897
ACH-002687,6.205157883920094,3.1618876823768938
ACH-001119,6.324630615267186,2.9873208659292536
ACH-003132,7.019368330478469,1.4646682670034443
ACH-000376,6.872951851130105,0.3448284969974411
ACH-000685,7.011227255423254,0.5260688116675876
ACH-000729,9.167367964261937,5.339493737901733
ACH-001034,7.439540030610414,3.552131108253784
ACH-001283,6.6108771994719495,2.0426443374084937
ACH-000880,7.17062614112954,0.0426443374084937
ACH-000035,6.216842842837263,1.7907720378619998
ACH-001200,7.278635300683819,1.4698859762744636
ACH-000194,5.571373435973201,1.7398481026993275
ACH-000322,6.837564863157148,4.0900065299038175
ACH-000552,6.345715708784144,0.0840642647884745
ACH-002508,5.425593577653059,0.0
ACH-000222,5.202025844609336,2.16349873228288
ACH-000260,7.380850637553213,3.3088850574117634
ACH-001652,6.787771992846169,0.137503523749935
ACH-000608,6.011898120369493,1.1634987322828796
ACH-000501,6.407692648665677,2.003602236680196
ACH-000612,6.996162742681061,0.6415460290875237
ACH-002033,6.389394724323995,0.0976107966264223
ACH-001184,8.089847680689164,2.657640005207824
ACH-001688,5.013908845490639,0.6040713236688608
ACH-001838,3.993674361750585,0.7990873060740036
ACH-000638,7.017699252693033,2.927896453728821
ACH-001846,6.067165427017112,1.84799690655495
ACH-000798,5.334496768390418,2.007195501404204
ACH-001321,7.396005317469424,2.408711861029429
ACH-000894,6.253611151947168,1.5210507369009632
ACH-001559,6.726013748860151,0.5459683691052926
ACH-000344,6.676662334857967,0.4114262457264649
ACH-000223,7.06813335395103,1.15704371014558
ACH-000031,5.761019265240484,0.1243281350022017
ACH-000034,5.872089989334793,1.2078928516413328
ACH-001861,5.318316841334983,1.3045110418099528
ACH-003468,6.258330472612426,1.2265085298086795
ACH-000772,8.567309664068908,1.7398481026993275
ACH-000946,6.891419186846079,2.752748591407134
ACH-000596,6.292781749227846,1.3391373849195856
ACH-001046,6.705563274566321,0.4646682670034443
ACH-000632,7.224001674198105,4.117695042669754
ACH-000978,7.0437381998014,2.839959587489532
ACH-000332,6.546585829008101,1.411426245726465
ACH-001841,5.475084882948782,0.963474123974886
ACH-003273,7.575766127296438,4.873813198359088
ACH-000179,8.784863826597743,4.536674617569758
ACH-000887,6.109778429078662,0.6415460290875237
ACH-000368,6.440287820840419,2.269033146455237
ACH-000240,5.142821844115928,0.6040713236688608
ACH-000578,6.191799501065075,1.7311832415722
ACH-001611,5.4015622072560685,1.8991756304805127
ACH-000135,4.998195503153252,0.2630344058337938
ACH-001671,7.602513297451835,2.039138393906958
ACH-000406,7.434294617959925,3.003602236680196
ACH-001541,7.248686626873828,2.2898344651775093
ACH-000998,7.362820525534263,2.769771739249448
ACH-000441,6.977279923499917,4.505890929729957
ACH-000960,8.28554093287042,2.523561956057013
ACH-000098,6.350674037114486,2.324810603420484
ACH-001651,6.093602428795734,0.4222330006830478
ACH-001456,5.882643049361842,1.0071955014042038
ACH-001336,5.188638294561388,0.1890338243900171
ACH-000284,6.132371198732537,0.070389327891398
ACH-000971,7.6018450565110385,2.769771739249448
ACH-001454,5.76394266044725,2.114367024952
ACH-000926,5.561631630375841,1.3161457422933562
ACH-000033,6.870241407045111,1.15704371014558
ACH-000576,7.574404309022579,0.0840642647884745
ACH-000019,6.084489524936252,0.2387868595871165
ACH-001577,6.673132372145357,3.3868109464722167
ACH-001981,6.021257620560519,4.780310099043375
ACH-000330,7.172127436878001,1.0
ACH-000848,7.585112773628004,3.700439718141092
ACH-000481,7.452035273546196,0.1763227726404628
ACH-001517,6.682011390800694,0.7990873060740036
ACH-000338,7.282625134191674,4.806324057390029
ACH-001959,6.531537419117717,2.353323291162897
ACH-001414,5.169524197150003,0.0
ACH-001227,7.212082911441064,1.726831217032493
ACH-000871,8.27141633798897,3.286881147788161
ACH-001403,6.742814669862893,2.761285273361619
ACH-000805,7.053437209677276,4.607034345948616
ACH-001142,5.931919390100041,2.2387868595871168
ACH-001554,7.11009175192513,3.950468414150123
ACH-001667,6.036503333738988,6.625854931368057
ACH-000847,7.59260653159917,1.782408564927373
ACH-001447,8.273469266177273,0.0
ACH-001537,7.018700931064459,2.18269229751619
ACH-001207,6.136888607903066,0.0565835283663675
ACH-001854,6.9970665453987255,0.0
ACH-000832,6.220910321648719,1.3617683594191536
ACH-001975,7.44045394382303,4.958842675243241
ACH-000428,6.172127436878001,1.1243281350022014
ACH-001382,5.275007047499869,0.7990873060740036
ACH-001302,6.848122135064285,5.008540671702954
ACH-000690,7.271089466265599,0.9486008474933558
ACH-001134,6.1141587687205465,2.405992359675837
ACH-000914,8.307974897113525,0.0
ACH-000858,5.583759753639499,0.2016338611696504
ACH-001421,5.844737144060685,4.433627167084783
ACH-002796,7.989593184938768,1.1309308698264486
ACH-003183,4.85598969730848,1.6507645591169022
ACH-002716,6.929672661579345,3.84799690655495
ACH-003100,7.17192735435346,0.0
ACH-000544,5.877253453876608,0.1243281350022017
ACH-000725,7.631031505356711,0.2509615735332187
ACH-000566,6.335390354693925,1.1243281350022014
ACH-000760,6.767522386228545,3.517275693209581
ACH-001745,7.562471405261294,2.944858445807539
ACH-000787,5.819157223674968,2.2265085298086795
ACH-001598,6.428276414392509,3.085764553778314
ACH-000749,7.769044391091421,3.1127001327493624
ACH-001691,6.358958825832329,2.0942360698457656
ACH-001328,5.902073579310743,0.3103401206121505
ACH-001704,5.747655932932393,2.0669502439246266
ACH-001502,6.8204342840760415,1.1763227726404628
ACH-002844,4.329841176530628,1.9411063109464315
ACH-001068,6.242983516109694,2.803227036434928
ACH-000358,8.39480564226532,2.430285272977781
ACH-002695,6.12907690293063,2.4620523187964327
ACH-001672,8.48083058387677,2.140778655782796
ACH-001654,6.734438666137168,0.1763227726404628
ACH-001521,7.121947876513093,0.4646682670034443
ACH-000209,6.518377768374892,2.438292851579147
ACH-001520,5.929790997718597,0.0
ACH-000213,4.949534933017012,0.2986583155645151
ACH-001610,6.762747441953152,2.62760683812965
ACH-001408,6.170726276131552,1.6644828403646823
ACH-000991,6.139755975481314,2.4905701304462013
ACH-001412,6.780047576061869,2.223422549934938
ACH-000331,7.1815001517046095,1.4168397419128291
ACH-001407,6.622637566537459,1.1375035237499351
ACH-000580,6.959422420093674,3.851998837112446
ACH-000594,9.04837788441452,4.134220939760634
ACH-000684,6.088735246190284,1.2265085298086795
ACH-000742,4.997744026059632,0.0565835283663675
ACH-000868,6.972003303808356,0.7398481026993275
ACH-000732,5.254745197629213,0.0565835283663675
ACH-001481,6.373300196608388,3.4581194811745064
ACH-000429,3.875780063068488,0.9781956296816516
ACH-000310,8.05370871447528,4.446917864866026
ACH-002475,8.164404157881302,3.602884408718418
ACH-000643,5.41886457739032,1.6915341649192002
ACH-000234,7.084383221650577,2.538538163629804
ACH-003267,6.504143652285466,5.611172380044005
ACH-001498,8.419707420810266,0.0
ACH-000896,7.421728238286778,0.5260688116675876
ACH-003451,6.295906655297028,5.595443984589479
ACH-000203,7.522149933175767,6.180704840195555
ACH-001607,5.539469034749887,3.608809242675524
ACH-002706,5.664767255356415,2.935459747805289
ACH-001441,5.878725341480106,3.158660175346498
ACH-000112,7.482525640767917,0.4646682670034443
ACH-000874,7.519714871684184,2.176322772640463
ACH-000186,6.134220939760634,0.4854268271702416
ACH-002780,6.828961552317316,3.814550423461808
ACH-000677,7.168020188561669,3.805292455600712
ACH-000055,8.15562781584529,2.7246502717329677
ACH-000485,5.40667271575583,0.01435529297707
ACH-000672,6.473462236235279,1.6088092426755238
ACH-001150,4.844988156682612,4.685379551959075
ACH-000287,8.536324934539673,0.0426443374084937
ACH-000784,5.867896463992655,0.5558161550616396
ACH-000530,7.59402595567229,3.039138393906958
ACH-002024,7.021257620560519,1.4436066514756145
ACH-000380,7.78463484555752,0.0
ACH-001737,6.770300489499416,6.090430042321621
ACH-001400,4.12267271882414,0.2016338611696504
ACH-001054,7.538305351971588,3.0992952043377757
ACH-001695,6.067595696940041,0.4436066514756145
ACH-000009,6.934988201783478,0.3785116232537298
ACH-000491,7.269500749298889,0.2016338611696504
ACH-001703,7.762415261011597,0.0
ACH-000002,6.488964817004848,2.2720231890610485
ACH-001568,5.47864829453918,2.104336659814736
ACH-001449,7.785223580534427,0.6415460290875237
ACH-000993,5.938756261492295,1.9745293124838816
ACH-002680,5.768978250344548,2.5897634869849773
ACH-000877,7.454916137514804,0.0426443374084937
ACH-000711,7.049739662696981,1.3103401206121503
ACH-001515,6.322469004113554,2.503348735167504
ACH-002847,6.401732849522621,2.1210154009613658
ACH-000702,7.8781735595908815,0.0285691521967709
ACH-001020,7.10925607307133,3.0789513413948217
ACH-000600,6.561173365231147,2.521050736900963
ACH-003266,5.702934531975978,4.017031080527841
ACH-000354,6.241458871274651,1.2141248053528475
ACH-000012,6.7554217347342425,0.0976107966264223
ACH-000689,5.575917361118149,0.5459683691052926
ACH-002668,6.480265122054463,3.960697039304312
ACH-002533,6.650764559116903,1.922197848396367
ACH-000459,6.657782895817646,3.2524762141352173
ACH-002050,5.768184324776926,0.7907720378619999
ACH-003120,7.398487190018967,2.189033824390017
ACH-001413,6.114991613333596,2.16349873228288
ACH-000686,6.811599469883661,1.4168397419128291
ACH-000342,6.2505826647875375,0.6690267655096305
ACH-000208,6.625708843064466,1.811471030529836
ACH-000360,4.310340120612151,0.5058909297299573
ACH-000249,6.811342579740374,2.6644828403646823
ACH-001368,6.8251496026602,1.613531652917927
ACH-000231,6.954196310386875,1.9523335663696857
ACH-002074,7.401306206006015,4.126807703142035
ACH-000945,6.028790136349901,3.541019153133559
ACH-000662,6.330916878114617,0.1890338243900171
ACH-002458,6.421391631882804,2.7420062108667365
ACH-001378,5.764473550992666,0.4329594072761062
ACH-001029,7.914684105328389,3.560714954474479
ACH-001817,3.977279923499916,0.0565835283663675
ACH-002846,6.699051844016849,4.196134880765161
ACH-000248,7.368419155081396,1.9708536543404835
ACH-000943,5.313608657030487,1.560714954474479
ACH-000751,6.755154643177265,5.357903838552492
ACH-001696,3.799087306074004,0.1243281350022017
ACH-002936,7.268097485847248,3.3978029618624896
ACH-001016,5.493455200926176,2.451540833017832
ACH-000282,7.025803990463827,1.765534746362977
ACH-003438,6.389910925071665,3.541019153133559
ACH-002215,7.258518924711301,1.4698859762744636
ACH-000261,6.646162657157894,0.765534746362977
ACH-000164,6.838573652668324,1.0071955014042038
ACH-001793,6.013685569928653,1.82781902461732
ACH-000262,6.248876342837134,1.6915341649192002
ACH-000158,7.533173967347694,0.0285691521967709
ACH-000773,8.25488689068142,3.2524762141352173
ACH-000722,6.364047083607321,0.0976107966264223
ACH-000857,6.57106999816771,1.4005379295837286
ACH-001129,6.728600810643193,1.2570106182060237
ACH-001619,6.062423969074437,2.223422549934938
ACH-000184,5.870611313044545,1.752748591407134
ACH-000329,6.919816770052789,4.203201156316611
ACH-001569,6.421054946924242,3.9616233282869446
ACH-002544,5.913368159679724,1.5897634869849773
ACH-002675,6.053980168187652,3.8629472480209217
ACH-000814,6.965322548367254,4.583759753639499
ACH-002499,7.776959347390928,2.4329594072761065
ACH-001493,7.873936205993632,0.2265085298086797
ACH-001701,4.1969217338203295,0.0976107966264223
ACH-000197,6.59290547379686,4.57106999816771
ACH-000545,6.202809492125013,0.1763227726404628
ACH-000949,6.799475910801172,4.509062386361898
ACH-000124,7.676873858213068,0.4114262457264649
ACH-000560,7.594548549550354,2.472487771462744
ACH-000897,7.320123598040615,2.1176950426697547
ACH-001626,5.65792577227638,0.2868811477881615
ACH-000619,5.826039958896193,1.0285691521967708
ACH-001973,6.644433152406245,5.324450604656073
ACH-001340,6.530757457461217,2.7246502717329677
ACH-000546,6.312882955284356,0.070389327891398
ACH-001709,7.575463612084407,0.1505596765753814
ACH-002018,6.390942772802543,2.853995647176393
ACH-000153,6.332349900373874,3.6380738371807184
ACH-000526,4.418189947945766,1.01435529297707
ACH-000116,6.908092340818271,3.0089887832272546
ACH-000815,7.69258063251088,0.0565835283663675
ACH-001270,7.220910321648719,1.8953026213333068
ACH-002523,6.756089247373222,3.246408087246385
ACH-000324,7.3374435051775295,1.2265085298086795
ACH-001949,7.103812329428848,5.004501392234941
ACH-001561,6.2720231890610485,1.752748591407134
ACH-000842,5.864928972289788,0.3448284969974411
ACH-000898,5.872828759534886,1.7990873060740036
ACH-000517,5.720825666089835,2.565597175854225
ACH-001980,6.832130501095929,4.33199177823206
ACH-001415,5.993900755637419,2.980025300238734
ACH-000681,6.303598116992494,2.032100843167024
ACH-001310,6.900746075310617,1.7570232465074596
ACH-000070,8.95131386002694,3.33771109212829
ACH-000484,5.17192735435346,1.871843648509318
ACH-003426,5.522306892871389,0.4005379295837288
ACH-000108,5.816343705284859,0.9708536543404837
ACH-000808,6.493134922305505,0.9411063109464316
ACH-000656,7.255311886359598,0.1243281350022017
ACH-000166,7.316869805064333,5.031659854308054
ACH-000997,7.49833066040088,2.568032104771279
ACH-000866,8.591260524621525,4.345538310070007
ACH-000819,7.011003564432669,0.8953026213333066
ACH-000226,8.17856526551317,3.743084055549586
ACH-000087,8.495015541809419,3.992768430768924
ACH-000340,5.330916878114617,0.5360529002402097
ACH-002005,6.503189699170993,4.71699089440494
ACH-001680,7.648824921523403,0.0
ACH-000758,5.405992359675837,2.319039815562536
ACH-000196,6.3269687115878925,2.920293300211007
ACH-003141,7.0437381998014,0.0976107966264223
ACH-000258,8.460046272501977,2.18269229751619
ACH-000163,6.50747752951693,3.4356285940520905
ACH-000076,7.171326940233305,2.286881147788161
ACH-000509,7.866413481123453,4.261530815243406
ACH-001193,7.857670035962474,0.722466024471091
ACH-000571,7.031549586028038,1.2078928516413328
ACH-000391,7.37851162325373,3.682573297347578
ACH-000293,6.843355793435087,0.2387868595871165
ACH-003138,6.563005553062399,0.4646682670034443
ACH-000532,6.159871336778389,1.1826922975161902
ACH-000584,6.629065137092279,2.137503523749935
ACH-001690,5.167117030227439,0.1505596765753814
ACH-000586,8.496813840640378,4.2502036564992975
ACH-000944,8.090165361630163,0.5058909297299573
ACH-003149,5.323370069061268,0.7484612330040357
ACH-000561,6.295355692891673,1.8439838440483265
ACH-001648,4.842476062993939,0.0
ACH-000394,8.030832636701119,3.097610796626422
ACH-000954,7.19682340065457,2.693765712217783
ACH-000204,5.530757457461217,3.795974694206668
ACH-000160,6.241840183564671,0.1243281350022017
ACH-003460,8.069906201791815,3.835924074254375
ACH-000989,6.423746229114772,3.264536430999025
ACH-001347,5.024142345897803,0.3561438102252753
ACH-000691,7.169323753239866,1.5558161550616396
ACH-000268,6.5869148286651225,1.7739963251111732
ACH-001209,7.928074172953086,1.5459683691052926
ACH-003456,5.12639473762014,2.339137384919585
ACH-000119,5.246027980528104,0.0840642647884745
ACH-000379,7.691743519171275,2.553360503335328
ACH-001341,7.223326006619019,2.049630767724601
ACH-000714,8.638472116674025,2.1602748314085933
ACH-000937,6.185866545311334,4.509695841933388
ACH-000763,9.007083347243858,0.5558161550616396
ACH-002834,5.904484097901423,1.6780719051126378
ACH-001673,6.237066520811819,2.3015876466031866
ACH-000326,6.780310099043375,4.249445341085838
ACH-000300,6.829722735086059,1.2750070474998698
ACH-002994,6.594697827323873,5.513490745588118
ACH-000901,6.663059923747817,0.9560566524124028
ACH-000816,7.735386782895341,4.038260575175349
ACH-000641,7.958262697329544,3.196921733820329
ACH-000511,6.349436051713823,0.0285691521967709
ACH-002077,7.572586549385767,3.5197934862411
ACH-000583,8.432124272641563,0.4114262457264649
ACH-000836,6.093602428795734,0.1243281350022017
ACH-000975,5.944624223055033,1.903038270112912
ACH-000109,6.556889189726866,2.269033146455237
ACH-000467,6.2433644256936605,0.903038270112912
ACH-000712,7.253611151947168,1.84799690655495
ACH-000671,6.745640713941657,1.6690267655096307
ACH-000523,8.28951174039271,4.642701571833233
ACH-000864,8.932244284829686,3.7980505147675134
ACH-000726,6.6280444826168186,1.2265085298086795
ACH-000136,7.791618747239662,5.076388068512841
ACH-002067,6.69752363881355,0.2509615735332187
ACH-000440,8.161988425719757,0.1763227726404628
ACH-002539,5.266411766036114,2.3476656563009706
ACH-001461,6.511910748670928,0.6229303509201767
ACH-000890,6.778208576398088,0.6780719051126377
ACH-001692,5.101818134227409,1.4329594072761065
ACH-000027,6.212569338850806,3.114367024952
ACH-000562,6.559185865787734,1.3504972470841332
ACH-000748,7.00067610485072,2.333423733725192
ACH-001669,6.069530325162305,0.0
ACH-000834,5.914325330085303,0.137503523749935
ACH-000565,5.375387026828883,1.4750848829487828
ACH-000449,6.845615497232954,1.1375035237499351
ACH-000399,7.6552802645836255,4.23189316164533
ACH-002080,6.269220205780087,2.867896463992655
ACH-000770,7.325620272345049,4.1440463696167065
ACH-000710,6.409051438538562,0.4436066514756145
ACH-000507,6.021035479511363,0.0285691521967709
ACH-000066,6.620439787651722,2.176322772640463
ACH-000022,6.170325694415555,1.5210507369009632
ACH-001668,7.631613618660978,0.8639384504239714
ACH-000334,8.761983311411264,0.7739963251111731
ACH-000374,6.612647377658316,0.918386234446348
ACH-000519,7.038150810269382,4.991861930556323
ACH-000908,6.447744482112549,2.220329954879555
ACH-002003,6.43895814789755,4.17951105027151
ACH-000574,6.740252993961882,3.220329954879555
ACH-000148,5.260025655961456,0.933572638261024
ACH-002461,5.0192571186810815,2.130930869826449
ACH-000646,3.867896463992655,0.3561438102252753
ACH-000314,7.00078875819407,3.5777309314900805
ACH-001705,5.663344619366085,0.0565835283663675
ACH-000040,6.216842842837263,3.733354340613827
ACH-001057,7.246408087246385,5.619999829821357
ACH-000430,7.323099808663796,0.01435529297707
ACH-001041,6.73308313184512,6.914564523493939
ACH-001988,7.329930848970031,4.419538891513785
ACH-001977,6.585112773628004,2.3476656563009706
ACH-000370,7.35508676166836,2.6758159311722696
ACH-001630,4.977737849242815,1.933572638261024
ACH-000437,6.3339603508193045,2.485426827170241
ACH-000498,7.1326796536474895,4.333423733725192
ACH-001392,4.472487771462744,1.1699250014423124
ACH-000503,6.127014141582809,0.2509615735332187
ACH-002778,4.316145742293356,1.91456452349394
ACH-000328,6.928133407829852,2.189033824390017
ACH-000403,6.681168120416691,2.028569152196771
ACH-000400,6.39746072605472,0.01435529297707
ACH-000224,4.848998430400023,0.3448284969974411
ACH-000318,5.95814667376272,0.2016338611696504
ACH-003472,5.697940582617104,1.0285691521967708
ACH-001430,7.3139713710590195,3.2172307162206693
ACH-000928,5.980253845988264,3.3757345385831563
ACH-000893,6.903279342056139,2.855989697308481
ACH-000889,7.800188081051449,0.0565835283663675
ACH-000799,7.080551077327601,3.24031432933371
ACH-001623,5.592756010441026,3.365972427593384
ACH-000736,7.123811021465396,0.0565835283663675
ACH-000876,5.678071905112637,0.4646682670034443
ACH-001232,7.004051884507083,3.2942531364445142
ACH-001618,6.51774811422812,1.1043366598147355
ACH-001828,6.241458871274651,1.0071955014042038
ACH-002650,6.8903250848035,0.8155754288625725
ACH-000235,5.614120868789254,0.3561438102252753
ACH-000381,6.081723090644876,2.021479727410452
ACH-001993,7.072963271555224,1.2016338611696504
ACH-001301,7.134528999487963,4.121844297876376
ACH-000854,6.673556423990145,0.0
ACH-000187,7.835229332183391,3.097610796626422
ACH-000543,5.989593184938768,2.1210154009613658
ACH-000569,6.967514480800969,1.1043366598147355
ACH-000668,7.080231272019264,1.4956951626240689
ACH-000134,5.136683577697236,0.2265085298086797
ACH-000924,6.312156888313374,0.6507645591169022
ACH-003473,4.922673592849446,0.4436066514756145
ACH-001450,8.00444521142764,0.0426443374084937
ACH-000296,7.578183968090094,0.2265085298086797
ACH-002034,7.225448468610739,1.070389327891398
ACH-002781,6.384740587292384,2.560714954474479
ACH-000713,6.672708195622218,2.5058909297299574
ACH-001360,5.851499202461257,0.0840642647884745
ACH-002921,7.194658373583895,0.4222330006830478
ACH-000273,6.526851311573352,2.341985747228616
ACH-001715,6.834787049337339,1.480265122054463
ACH-001617,7.888012585402829,0.3103401206121505
ACH-000639,9.092228584386778,2.799087306074004
ACH-000590,6.236109889889632,2.1602748314085933
ACH-000553,6.643567621908798,2.130930869826449
ACH-000084,7.420802381631812,4.857980995127572
ACH-000094,4.957914598632986,0.1243281350022017
ACH-000361,6.650620971653147,1.2016338611696504
ACH-000719,4.834913429701039,0.3895668117627256
ACH-001396,5.905206468795705,0.918386234446348
ACH-001848,5.361768359419154,0.3103401206121505
ACH-000339,6.621612353024317,0.3895668117627256
ACH-002048,7.034963989749303,1.8836208162856716
ACH-000218,6.196134880765161,0.0426443374084937
ACH-002486,6.831623936820749,0.2750070474998697
ACH-002711,6.020591094773247,1.2203299548795556
ACH-000789,8.042589622511706,0.4222330006830478
ACH-000413,5.1969217338203295,0.3895668117627256
ACH-000125,5.384395238388068,0.8559896973084807
ACH-000180,5.708463165072116,1.722466024471091
ACH-000215,6.640100297890389,2.899175630480513
ACH-001001,6.529040056095075,1.4329594072761065
ACH-000407,7.086826217702072,3.625270489374693
ACH-002170,6.196725060786028,2.7441610955704103
ACH-002027,4.441616269406558,2.1473066987802936
ACH-001132,7.026136089841673,0.3334237337251918
ACH-001278,6.536830005048058,2.6182386555954547
ACH-000032,9.466810626226591,5.13709360897494
ACH-003108,7.135042286233651,1.6040713236688608
ACH-001419,5.4809113460477485,0.7907720378619999
ACH-000494,6.9225546714430495,2.726831217032493
ACH-000865,6.648896806475254,1.292781749227846
ACH-000439,7.228914866959426,4.297191416565856
ACH-001523,6.131136719158451,0.1505596765753814
ACH-001983,7.635319079720757,5.234961094839504
ACH-000024,7.87909307886454,2.543495883425772
ACH-000674,5.708187236020708,0.9107326619029126
ACH-000670,7.250108888867582,3.326249700837456
ACH-000599,6.069959890459774,1.8155754288625725
ACH-000263,6.560256398013272,3.364572432295856
ACH-003191,4.767125077269071,3.559491813205038
ACH-000303,6.918266959092563,1.0772429989324606
ACH-001551,6.610286657081023,3.759155833800272
ACH-002795,7.404375226927721,1.2750070474998698
ACH-000793,6.873198002818278,0.0840642647884745
ACH-002511,6.704041954821288,3.060047383669939
ACH-000286,5.632559052117953,0.3103401206121505
ACH-000250,6.583609339726952,2.4802651220544627
ACH-000139,5.963705306579481,1.1890338243900171
ACH-001735,6.955824240806441,1.7398481026993275
ACH-002013,5.988457472811402,3.354734239970604
ACH-001389,6.556735947914529,0.3895668117627256
ACH-001183,6.714382910651407,0.9708536543404837
ACH-000551,6.908812907739547,2.992768430768924
ACH-003101,6.444269502413482,0.0
ACH-001163,5.340206179911712,1.7398481026993275
ACH-000037,6.745102846458163,2.4802651220544627
ACH-000744,5.8740592031411465,2.1009776477248208
ACH-000420,6.890689877685267,1.097610796626422
ACH-000336,6.205939832470884,1.4854268271702415
ACH-000486,6.73674015545321,0.2265085298086797
ACH-000679,7.043300754364182,0.6229303509201767
ACH-001557,7.029342448688062,0.0840642647884745
ACH-000247,6.3275077345872095,1.7398481026993275
ACH-000947,8.030722305174535,3.372952097911829
ACH-000807,6.955824240806441,0.3334237337251918
ACH-000476,6.421559944901823,0.0
ACH-000525,8.184230695965027,4.276496665640356
ACH-003154,7.026357446963839,0.0426443374084937
ACH-001148,7.069852511125804,0.5160151470036647
ACH-003455,6.854868383260237,3.91456452349394
ACH-000853,7.4589397069290975,0.3103401206121505
ACH-000083,5.444269502413482,0.2387868595871165
ACH-000479,6.912649864897204,1.6690267655096307
